PaddleX,ActionX,BallsData
7.799995,1,7.68634:3.776798
7.499996,-1,7.68634:3.706167
7.799995,1,7.68634:3.631611
7.499996,-1,7.68634:3.553131
7.799995,1,7.68634:2.943796
7.499996,-1,7.68634:2.857468
7.799995,1,7.68634:2.767216
7.499996,-1,7.68634:2.673041
7.799995,1,7.68634:2.574941
7.499996,-1,7.68634:2.472917
7.799995,1,7.68634:2.366969
7.499996,-1,7.68634:2.257097
7.799995,1,7.68634:1.370831
7.499996,-1,7.68634:1.253112
7.799995,1,7.68634:1.131468
7.499996,-1,7.68634:1.0059
7.799995,1,7.68634:0.8764079
7.499996,-1,7.68634:0.742992
7.799995,1,7.68634:0.6056521
7.499996,-1,7.68634:-0.203082
7.799995,1,7.68634:-0.3482699
7.499996,-1,7.68634:-0.4973817
7.799995,1,7.68634:-0.6504176
7.499996,-1,7.68634:-0.8073775
7.799995,1,7.68634:-1.460651
7.499996,-1,7.68634:-1.625459
7.799995,1,7.68634:-1.794191
7.499996,-1,7.68634:-1.966847
7.799995,1,7.68634:-2.143427
7.499996,-1,7.68634:-2.818941
7.799995,1,7.68634:-3.003369
7.499996,-1,7.68634:-3.19172
7.799995,1,
7.799995,0,
7.799995,0,-6.486494:6
7.499996,-1,-6.486494:5.996076
7.199996,-1,-6.486494:5.988228
6.899996,-1,-6.486494:5.976456
6.599997,-1,-6.486494:5.96076
6.299997,-1,-6.486494:5.42896
5.999997,-1,-6.486494:5.405416
5.699997,-1,-6.486494:5.377948
5.399998,-1,-6.486494:5.346556
5.099998,-1,-6.486494:5.31124
4.799998,-1,-6.486494:4.72624
4.499999,-1,-6.486494:4.683076
4.199999,-1,-6.486494:4.635988
3.899999,-1,-6.486494:4.584976
3.599999,-1,-6.486494:4.53004
3.299999,-1,-6.486494:3.986781
2.999999,-1,-6.486494:3.923997
2.699999,-1,-6.486494:3.857289
2.399999,-1,-6.486494:3.786657
2.099999,-1,-6.486494:3.712101
1.799999,-1,-6.486494:3.154961
1.499999,-1,-6.486494:3.072557
1.199999,-1,-6.486494:2.986229
0.8999994,-1,-6.486494:2.895977
0.5999995,-1,-6.486494:2.801801
0.2999997,-1,-6.486494:2.188801
-2.384186E-07,-1,-6.486494:2.086777
-0.3000001,-1,-6.486494:1.980829
-0.6,-1,-6.486494:1.870958
-0.8999999,-1,-6.486494:1.757162
-1.2,-1,-6.486494:1.138392
-1.5,-1,-6.486494:1.016748
-1.8,-1,-6.486494:0.8911799
-2.1,-1,-6.486494:0.761688
-2.4,-1,-6.486494:0.6282721
-2.7,-1,-6.486494:-0.03254783
-3,-1,-6.486494:-0.1738117
-3.299999,-1,-6.486494:-0.3189996
-3.599999,-1,-6.486494:-0.4681115
-3.899999,-1,-6.486494:-0.6211473
-4.199999,-1,-6.486494:-1.251107
-4.499999,-1,-6.486494:-1.411991
-4.799999,-1,-6.486494:-1.576799
-5.099998,-1,-6.486494:-1.74553
-5.399998,-1,-6.486494:-1.918186
-5.699998,-1,-6.486494:-2.605026
-5.999998,-1,-6.486494:-2.78553
-6.299997,-1,-6.486494:-2.969958
-6.599997,-1,-6.486494:-3.15831
-6.299997,1,
-6.299997,0,
-6.299997,0,
-6.299997,0,0.738019:6
-5.999998,1,0.738019:5.996076
-5.699998,1,0.738019:5.988228
-5.399998,1,0.738019:5.976456
-5.099998,1,0.738019:5.96076
-4.799999,1,0.738019:5.94114
-4.499999,1,0.738019:5.917596
-4.199999,1,0.738019:5.215088
-3.899999,1,0.738019:5.183696
-3.599999,1,0.738019:5.14838
-3.299999,1,0.738019:5.10914
-3,1,0.738019:5.065976
-2.7,1,0.738019:5.018888
-2.4,1,0.738019:4.397196
-2.1,1,0.738019:4.34226
-1.8,1,0.738019:4.283401
-1.5,1,0.738019:4.220617
-1.2,1,0.738019:4.153909
-0.8999999,1,0.738019:3.569296
-0.6,1,0.738019:3.49474
-0.3000001,1,0.738019:3.41626
-2.384186E-07,1,0.738019:3.333857
0.2999997,1,0.738019:3.247529
0.5999995,1,0.738019:2.643466
0.8999994,1,0.738019:2.549291
0.5999995,-1,0.738019:2.451191
0.8999994,1,0.738019:2.349167
0.5999995,-1,0.738019:2.243219
0.8999994,1,0.738019:1.626457
0.5999995,-1,0.738019:1.512661
0.8999994,1,0.738019:1.394941
0.5999995,-1,0.738019:1.273298
0.8999994,1,0.738019:1.14773
0.5999995,-1,0.738019:0.4729479
0.8999994,1,0.738019:0.339532
0.5999995,-1,0.738019:0.2021921
0.8999994,1,0.738019:0.06092827
0.5999995,-1,0.738019:-0.0842596
0.8999994,1,0.738019:-0.2333715
0.5999995,-1,0.738019:-0.9332072
0.8999994,1,0.738019:-1.090167
0.5999995,-1,0.738019:-1.251051
0.8999994,1,0.738019:-1.415859
0.5999995,-1,0.738019:-1.584591
0.8999994,1,0.738019:-2.250717
0.5999995,-1,0.738019:-2.427297
0.8999994,1,0.738019:-2.6078
0.5999995,-1,0.738019:-2.792228
0.8999994,1,0.738019:-2.98058
0.5999995,-1,0.738019:-3.685436
0.8999994,1,
0.8999994,0,
0.8999994,0,
0.8999994,0,
0.8999994,0,-0.3570566:6
0.5999995,-1,-0.3570566:5.996076
0.2999997,-1,-0.3570566:5.988228
-2.384186E-07,-1,-0.3570566:5.976456
-0.3000001,-1,-0.3570566:5.96076
-0.3000001,0,-0.3570566:5.94114
-0.3000001,0,-0.3570566:5.347446
-0.3000001,0,-0.3570566:5.319978
-0.3000001,0,-0.3570566:5.288586
-0.3000001,0,-0.3570566:5.25327
-0.3000001,0,-0.3570566:5.21403
-0.3000001,0,-0.3570566:4.625786
-0.3000001,0,-0.3570566:4.578698
-0.3000001,0,-0.3570566:4.527686
-0.3000001,0,-0.3570566:4.47275
-0.3000001,0,-0.3570566:4.41389
-0.3000001,0,-0.3570566:4.351106
-0.3000001,0,-0.3570566:3.755998
-0.3000001,0,-0.3570566:3.685366
-0.3000001,0,-0.3570566:3.61081
-0.3000001,0,-0.3570566:3.53233
-0.3000001,0,-0.3570566:3.449926
-0.3000001,0,-0.3570566:3.363598
-0.3000001,0,-0.3570566:3.273346
-0.3000001,0,-0.3570566:3.179171
-0.3000001,0,-0.3570566:2.259581
-0.3000001,0,-0.3570566:2.157557
-0.3000001,0,-0.3570566:2.051609
-0.3000001,0,-0.3570566:1.941737
-0.3000001,0,-0.3570566:1.827942
-0.3000001,0,-0.3570566:1.710222
-0.3000001,0,-0.3570566:1.588578
-0.3000001,0,-0.3570566:0.7246892
-0.3000001,0,-0.3570566:0.5951973
-0.3000001,0,-0.3570566:0.4617814
-0.3000001,0,-0.3570566:0.3244416
-0.3000001,0,-0.3570566:0.1831777
-0.3000001,0,-0.3570566:0.03798981
-0.3000001,0,-0.3570566:-0.1111221
-0.3000001,0,-0.3570566:-0.9483777
-0.3000001,0,-0.3570566:-1.105338
-0.3000001,0,-0.3570566:-1.266222
-0.3000001,0,-0.3570566:-1.431029
-0.3000001,0,-0.3570566:-1.599761
-0.3000001,0,-0.3570566:-1.772417
-0.3000001,0,-0.3570566:-1.948997
-0.3000001,0,-0.3570566:-2.796951
-0.3000001,0,-0.3570566:-2.981379
-0.3000001,0,-0.3570566:-3.16973
-0.3000001,0,
-0.3000001,0,
-0.3000001,0,
-0.3000001,0,
-0.3000001,0,5.417398:6
-2.384186E-07,1,5.417398:5.996076
0.2999997,1,5.417398:5.988228
0.5999995,1,5.417398:5.976456
0.8999994,1,5.417398:5.96076
1.199999,1,5.417398:5.94114
1.499999,1,5.417398:5.320986
1.799999,1,5.417398:5.293518
2.099999,1,5.417398:5.262126
2.399999,1,5.417398:5.22681
2.699999,1,5.417398:5.18757
2.999999,1,5.417398:5.144406
3.299999,1,5.417398:4.489589
3.599999,1,5.417398:4.438577
3.899999,1,5.417398:4.383641
4.199999,1,5.417398:4.324781
4.499999,1,5.417398:4.261997
4.799998,1,5.417398:3.613719
5.099998,1,5.417398:3.543087
5.399998,1,5.417398:3.468531
5.399998,0,5.417398:3.390051
5.399998,0,5.417398:3.307647
5.399998,0,5.417398:3.221319
5.399998,0,5.417398:2.623277
5.399998,0,5.417398:2.529101
5.399998,0,5.417398:2.431001
5.399998,0,5.417398:2.328978
5.399998,0,5.417398:2.22303
5.399998,0,5.417398:2.113158
5.399998,0,5.417398:1.391622
5.399998,0,5.417398:1.273902
5.399998,0,5.417398:1.152258
5.399998,0,5.417398:1.02669
5.399998,0,5.417398:0.897198
5.399998,0,5.417398:0.7637821
5.399998,0,5.417398:-0.05163747
5.399998,0,5.417398:-0.1929013
5.399998,0,5.417398:-0.3380892
5.399998,0,5.417398:-0.4872011
5.399998,0,5.417398:-0.640237
5.399998,0,5.417398:-0.7971969
5.399998,0,5.417398:-0.9580807
5.399998,0,5.417398:-1.768649
5.399998,0,5.417398:-1.937381
5.399998,0,5.417398:-2.110037
5.399998,0,5.417398:-2.286617
5.399998,0,5.417398:-2.46712
5.399998,0,5.417398:-2.651548
5.399998,0,5.417398:-3.41891
5.399998,0,
5.399998,0,
5.399998,0,
5.399998,0,
5.399998,0,
5.399998,0,-3.501414:6
5.099998,-1,-3.501414:5.996076
4.799998,-1,-3.501414:5.988228
4.499999,-1,-3.501414:5.976456
4.199999,-1,-3.501414:5.96076
3.899999,-1,-3.501414:5.94114
3.599999,-1,-3.501414:5.305716
3.299999,-1,-3.501414:5.278247
2.999999,-1,-3.501414:5.246855
2.699999,-1,-3.501414:5.211539
2.399999,-1,-3.501414:4.72611
2.099999,-1,-3.501414:4.682946
1.799999,-1,-3.501414:4.635858
1.499999,-1,-3.501414:4.584846
1.199999,-1,-3.501414:4.52991
0.8999994,-1,-3.501414:3.99431
0.5999995,-1,-3.501414:3.931526
0.2999997,-1,-3.501414:3.864818
-2.384186E-07,-1,-3.501414:3.794186
-0.3000001,-1,-3.501414:3.71963
-0.6,-1,-3.501414:3.64115
-0.8999999,-1,-3.501414:2.961596
-1.2,-1,-3.501414:2.875268
-1.5,-1,-3.501414:2.785017
-1.8,-1,-3.501414:2.690841
-2.1,-1,-3.501414:2.592741
-2.4,-1,-3.501414:2.490717
-2.7,-1,-3.501414:1.761098
-3,-1,-3.501414:1.651227
-3.299999,-1,-3.501414:1.537431
-3.599999,-1,-3.501414:1.419711
-3.599999,0,-3.501414:1.298067
-3.599999,0,-3.501414:0.6508195
-3.599999,0,-3.501414:0.5213276
-3.599999,0,-3.501414:0.3879117
-3.599999,0,-3.501414:0.2505718
-3.599999,0,-3.501414:0.109308
-3.599999,0,-3.501414:-0.0358799
-3.599999,0,-3.501414:-0.763272
-3.599999,0,-3.501414:-0.9163079
-3.599999,0,-3.501414:-1.073268
-3.599999,0,-3.501414:-1.234152
-3.599999,0,-3.501414:-1.39896
-3.599999,0,-3.501414:-1.567691
-3.599999,0,-3.501414:-2.366867
-3.599999,0,-3.501414:-2.543447
-3.599999,0,-3.501414:-2.723951
-3.599999,0,-3.501414:-2.908379
-3.599999,0,-3.501414:-3.096731
-3.599999,0,
-3.599999,0,-3.686517:6
-3.599999,0,-3.686517:5.996076
-3.599999,0,-3.686517:5.988228
-3.599999,0,-3.686517:5.976456
-3.599999,0,-3.686517:5.96076
-3.599999,0,-3.686517:5.38757
-3.599999,0,-3.686517:5.364027
-3.599999,0,-3.686517:5.336558
-3.599999,0,-3.686517:5.305166
-3.599999,0,-3.686517:5.26985
-3.599999,0,-3.686517:5.23061
-3.599999,0,-3.686517:4.602077
-3.599999,0,-3.686517:4.554988
-3.599999,0,-3.686517:4.503976
-3.599999,0,-3.686517:4.44904
-3.599999,0,-3.686517:4.390181
-3.599999,0,-3.686517:4.327397
-3.599999,0,-3.686517:4.260689
-3.599999,0,-3.686517:4.190057
-3.599999,0,-3.686517:4.115501
-3.599999,0,-3.686517:4.037021
-3.599999,0,-3.686517:2.956977
-3.599999,0,-3.686517:2.870649
-3.599999,0,-3.686517:2.780397
-3.599999,0,-3.686517:2.686221
-3.599999,0,-3.686517:2.588121
-3.599999,0,-3.686517:2.486097
-3.599999,0,-3.686517:2.380149
-3.599999,0,-3.686517:2.270278
-3.599999,0,-3.686517:2.156482
-3.599999,0,-3.686517:2.038762
-3.599999,0,-3.686517:0.9569682
-3.599999,0,-3.686517:0.8314003
-3.599999,0,-3.686517:0.7019083
-3.599999,0,-3.686517:0.5684925
-3.599999,0,-3.686517:0.4311526
-3.599999,0,-3.686517:0.2898887
-3.599999,0,-3.686517:0.1447008
-3.599999,0,-3.686517:-0.6903011
-3.599999,0,-3.686517:-0.8433369
-3.599999,0,-3.686517:-1.000297
-3.599999,0,-3.686517:-1.161181
-3.599999,0,-3.686517:-1.325989
-3.599999,0,-3.686517:-1.49472
-3.599999,0,-3.686517:-2.349007
-3.599999,0,-3.686517:-2.525587
-3.599999,0,-3.686517:-2.70609
-3.599999,0,-3.686517:-2.890518
-3.599999,0,-3.686517:-3.07887
-3.599999,0,
-3.599999,0,
-3.599999,0,
-3.599999,0,
-3.599999,0,
-3.599999,0,
-3.599999,0,
-3.599999,0,
-3.599999,0,4.968168:6
-3.299999,1,4.968168:5.996076
-3,1,4.968168:5.988228
-2.7,1,4.968168:5.976456
-2.4,1,4.968168:5.96076
-2.1,1,4.968168:5.41846
-1.8,1,4.968168:5.394917
-1.5,1,4.968168:5.367448
-1.2,1,4.968168:5.336056
-0.8999999,1,4.968168:5.30074
-0.6,1,4.968168:5.2615
-0.3000001,1,4.968168:5.218337
-2.384186E-07,1,4.968168:4.502678
0.2999997,1,4.968168:4.451666
0.5999995,1,4.968168:4.39673
0.8999994,1,4.968168:4.337871
1.199999,1,4.968168:4.275087
1.499999,1,4.968168:3.705729
1.799999,1,4.968168:3.635097
2.099999,1,4.968168:3.560541
2.399999,1,4.968168:3.482061
2.699999,1,4.968168:3.399657
2.999999,1,4.968168:2.844599
3.299999,1,4.968168:2.754347
3.599999,1,4.968168:2.660172
3.899999,1,4.968168:2.562072
4.199999,1,4.968168:2.004358
4.499999,1,4.968168:1.89841
4.799998,1,4.968168:1.788538
5.099998,1,4.968168:1.674742
4.799998,-1,4.968168:1.557022
5.099998,1,4.968168:0.9837178
4.799998,-1,4.968168:0.8581499
5.099998,1,4.968168:0.728658
4.799998,-1,4.968168:0.5952421
5.099998,1,4.968168:0.4579022
4.799998,-1,4.968168:-0.1474015
5.099998,1,4.968168:-0.2925894
4.799998,-1,4.968168:-0.4417012
5.099998,1,4.968168:-0.5947371
4.799998,-1,4.968168:-1.190507
5.099998,1,4.968168:-1.351391
4.799998,-1,4.968168:-1.516199
5.099998,1,4.968168:-1.684931
4.799998,-1,4.968168:-2.313346
5.099998,1,4.968168:-2.489926
4.799998,-1,4.968168:-2.67043
5.099998,1,4.968168:-2.854858
4.799998,-1,4.968168:-3.04321
5.099998,1,4.968168:-3.729446
4.799998,-1,
4.799998,0,
4.799998,0,
4.799998,0,
4.799998,0,2.623817:6
4.499999,-1,2.623817:5.996076
4.199999,-1,2.623817:5.988228
3.899999,-1,2.623817:5.976456
3.599999,-1,2.623817:5.47678
3.299999,-1,2.623817:5.45716
2.999999,-1,2.623817:5.433617
2.699999,-1,2.623817:5.406148
2.699999,0,2.623817:5.374756
2.699999,0,2.623817:4.87351
2.699999,0,2.623817:4.83427
2.699999,0,2.623817:4.791106
2.699999,0,2.623817:4.744018
2.699999,0,2.623817:4.693006
2.699999,0,2.623817:4.16925
2.699999,0,2.623817:4.11039
2.699999,0,2.623817:4.047606
2.699999,0,2.623817:3.980899
2.699999,0,2.623817:3.910267
2.699999,0,2.623817:3.271801
2.699999,0,2.623817:3.193321
2.699999,0,2.623817:3.110917
2.699999,0,2.623817:3.024589
2.699999,0,2.623817:2.934337
2.699999,0,2.623817:2.398421
2.699999,0,2.623817:2.300321
2.699999,0,2.623817:2.198298
2.699999,0,2.623817:2.09235
2.699999,0,2.623817:1.531998
2.699999,0,2.623817:1.418202
2.699999,0,2.623817:1.300482
2.699999,0,2.623817:1.178838
2.699999,0,2.623817:1.05327
2.699999,0,2.623817:0.9237784
2.699999,0,2.623817:0.2661725
2.699999,0,2.623817:0.1288326
2.699999,0,2.623817:-0.01243128
2.699999,0,2.623817:-0.1576191
2.699999,0,2.623817:-0.8021909
2.699999,0,2.623817:-0.9552268
2.699999,0,2.623817:-1.112187
2.699999,0,2.623817:-1.273071
2.699999,0,2.623817:-1.437878
2.699999,0,2.623817:-1.60661
2.699999,0,2.623817:-2.329256
2.699999,0,2.623817:-2.505836
2.699999,0,2.623817:-2.68634
2.699999,0,2.623817:-2.870768
2.699999,0,2.623817:-3.05912
2.699999,0,
2.699999,0,
2.699999,0,
2.699999,0,
2.699999,0,
2.699999,0,
2.699999,0,
2.699999,0,-3.602242:6
2.399999,-1,-3.602242:5.996076
2.099999,-1,-3.602242:5.988228
1.799999,-1,-3.602242:5.976456
1.499999,-1,-3.602242:5.96076
1.199999,-1,-3.602242:5.94114
0.8999994,-1,-3.602242:5.917596
0.5999995,-1,-3.602242:5.890128
0.2999997,-1,-3.602242:5.084596
-2.384186E-07,-1,-3.602242:5.04928
-0.3000001,-1,-3.602242:5.01004
-0.6,-1,-3.602242:4.966877
-0.8999999,-1,-3.602242:4.919788
-1.2,-1,-3.602242:4.868776
-1.5,-1,-3.602242:4.81384
-1.8,-1,-3.602242:4.754981
-2.1,-1,-3.602242:3.877937
-2.4,-1,-3.602242:3.811229
-2.7,-1,-3.602242:3.740597
-3,-1,-3.602242:3.666041
-3.299999,-1,-3.602242:3.587561
-3.599999,-1,-3.602242:3.505157
-3.599999,0,-3.602242:2.857499
-3.599999,0,-3.602242:2.767247
-3.599999,0,-3.602242:2.673071
-3.599999,0,-3.602242:2.574971
-3.599999,0,-3.602242:2.472947
-3.599999,0,-3.602242:1.83952
-3.599999,0,-3.602242:1.729648
-3.599999,0,-3.602242:1.615852
-3.599999,0,-3.602242:1.498132
-3.599999,0,-3.602242:1.376488
-3.599999,0,-3.602242:1.250921
-3.599999,0,-3.602242:0.4913684
-3.599999,0,-3.602242:0.3579525
-3.599999,0,-3.602242:0.2206127
-3.599999,0,-3.602242:0.07934879
-3.599999,0,-3.602242:-0.06583908
-3.599999,0,-3.602242:-0.2149509
-3.599999,0,-3.602242:-0.905557
-3.599999,0,-3.602242:-1.062517
-3.599999,0,-3.602242:-1.223401
-3.599999,0,-3.602242:-1.388209
-3.599999,0,-3.602242:-1.556941
-3.599999,0,-3.602242:-2.280197
-3.599999,0,-3.602242:-2.456777
-3.599999,0,-3.602242:-2.63728
-3.599999,0,-3.602242:-2.821708
-3.599999,0,-3.602242:-3.01006
-3.599999,0,-3.602242:-3.202336
-3.599999,0,
-3.599999,0,-0.04003048:6
-3.299999,1,-0.04003048:5.996076
-3,1,-0.04003048:5.988228
-2.7,1,-0.04003048:5.976456
-2.4,1,-0.04003048:5.96076
-2.1,1,-0.04003048:5.94114
-1.8,1,-0.04003048:5.917596
-1.5,1,-0.04003048:5.233098
-1.2,1,-0.04003048:5.201706
-0.8999999,1,-0.04003048:5.16639
-0.6,1,-0.04003048:5.12715
-0.3000001,1,-0.04003048:5.083986
-2.384186E-07,1,-0.04003048:4.442838
-2.384186E-07,0,-0.04003048:4.391826
-2.384186E-07,0,-0.04003048:4.33689
-2.384186E-07,0,-0.04003048:4.27803
-2.384186E-07,0,-0.04003048:4.215246
-2.384186E-07,0,-0.04003048:4.148538
-2.384186E-07,0,-0.04003048:3.545707
-2.384186E-07,0,-0.04003048:3.471151
-2.384186E-07,0,-0.04003048:3.392671
-2.384186E-07,0,-0.04003048:3.310267
-2.384186E-07,0,-0.04003048:3.223939
-2.384186E-07,0,-0.04003048:3.133687
-2.384186E-07,0,-0.04003048:3.039511
-2.384186E-07,0,-0.04003048:2.941411
-2.384186E-07,0,-0.04003048:2.054867
-2.384186E-07,0,-0.04003048:1.948919
-2.384186E-07,0,-0.04003048:1.839047
-2.384186E-07,0,-0.04003048:1.725251
-2.384186E-07,0,-0.04003048:1.607531
-2.384186E-07,0,-0.04003048:1.485887
-2.384186E-07,0,-0.04003048:0.7376798
-2.384186E-07,0,-0.04003048:0.6081879
-2.384186E-07,0,-0.04003048:0.474772
-2.384186E-07,0,-0.04003048:0.3374321
-2.384186E-07,0,-0.04003048:0.1961683
-2.384186E-07,0,-0.04003048:0.0509804
-2.384186E-07,0,-0.04003048:-0.6639216
-2.384186E-07,0,-0.04003048:-0.8169575
-2.384186E-07,0,-0.04003048:-0.9739174
-2.384186E-07,0,-0.04003048:-1.134801
-2.384186E-07,0,-0.04003048:-1.299609
-2.384186E-07,0,-0.04003048:-2.015602
-2.384186E-07,0,-0.04003048:-2.188257
-2.384186E-07,0,-0.04003048:-2.364837
-2.384186E-07,0,-0.04003048:-2.545341
-2.384186E-07,0,-0.04003048:-2.729769
-2.384186E-07,0,-0.04003048:-2.918121
-2.384186E-07,0,-0.04003048:-3.729727
-2.384186E-07,0,
-2.384186E-07,0,
-2.384186E-07,0,
-2.384186E-07,0,
-2.384186E-07,0,
-2.384186E-07,0,
