PaddleX,ActionX,BallsData
6.299997,1,6.682222:-0.988775
6.599997,1,6.682222:-1.231113
6.899997,1,6.682222:-1.493878
7.199996,1,6.682222:-1.762347
7.499996,0,6.682222:-2.041731
7.499996,0,6.682222:-2.291848
7.499996,0,6.682222:-2.58516
7.499996,0,6.682222:-2.868658
7.499996,0,6.682222:-3.093109
7.499996,0,
7.499996,0,
7.499996,0,2.73995:6
7.499996,0,2.73995:5.933351
7.499996,0,2.73995:5.771085
7.499996,0,2.73995:5.672986
7.499996,0,2.73995:5.636073
7.499996,-1,2.73995:5.424588
7.199996,-1,2.73995:5.304071
6.899997,-1,2.73995:5.276603
6.599997,-1,2.73995:5.07021
6.299997,-1,2.73995:4.921702
5.999998,-1,2.73995:4.882463
5.699998,-1,2.73995:4.622652
5.399998,-1,2.73995:4.575564
5.099998,-1,2.73995:4.332919
4.799999,-1,2.73995:4.216893
4.499999,-1,2.73995:4.01649
4.199999,-1,2.73995:3.851731
3.899999,0,2.73995:3.694057
3.899999,0,2.73995:3.524854
3.899999,0,2.73995:3.450298
3.899999,0,2.73995:3.176157
3.899999,0,2.73995:2.993017
3.899999,0,2.73995:2.887434
3.899999,0,2.73995:2.614314
3.899999,0,2.73995:2.417403
3.899999,0,2.73995:2.217923
3.899999,0,2.73995:2.016069
3.899999,0,2.73995:1.81118
3.899999,0,2.73995:1.601746
3.899999,0,2.73995:1.389261
3.899999,0,2.73995:1.172522
3.899999,0,2.73995:0.9504247
3.899999,0,2.73995:0.7229352
3.899999,0,2.73995:0.4876738
3.899999,-1,2.73995:0.2607144
3.599999,-1,2.73995:0.03939756
3.299999,-1,2.73995:-0.1018663
3,-1,2.73995:-0.4656062
2.7,0,2.73995:-0.6784751
2.7,0,2.73995:-0.831511
2.7,0,2.73995:-1.218704
2.7,0,2.73995:-1.44508
2.7,0,2.73995:-1.748104
2.7,0,2.73995:-2.026242
2.7,0,2.73995:-2.198898
2.7,0,2.73995:-2.571758
2.7,0,2.73995:-2.85221
2.7,0,2.73995:-3.137931
2.7,0,
2.7,0,
2.7,0,5.019852:6
2.7,0,5.019852:5.894507
2.7,0,5.019852:5.787298
2.7,0,5.019852:5.674471
2.7,0,5.019852:5.556584
2.7,0,5.019852:5.441238
2.7,-1,5.019852:5.323227
2.4,-1,5.019852:5.273126
2.1,-1,5.019852:5.064005
1.8,-1,5.019852:4.926087
1.5,0,5.019852:4.863784
1.5,0,5.019852:4.641833
1.5,0,5.019852:4.49296
1.5,0,5.019852:4.441948
1.5,1,5.019852:4.188625
1.8,1,5.019852:4.029577
2.1,1,5.019852:3.966793
2.4,1,5.019852:3.692904
2.7,1,5.019852:3.53652
3,1,5.019852:3.360484
3.299999,1,5.019852:3.179807
3.599999,1,5.019852:2.997528
3.899999,1,5.019852:2.809299
4.199999,1,5.019852:2.61981
4.499999,1,5.019852:2.426125
4.799999,0,5.019852:2.214536
4.799999,0,5.019852:2.052411
4.799999,0,5.019852:1.812321
4.799999,0,5.019852:1.59924
4.799999,0,5.019852:1.446825
4.799999,0,5.019852:1.18098
4.799999,0,5.019852:0.9573039
4.799999,0,5.019852:0.728682
4.799999,0,5.019852:0.4975401
4.799999,0,5.019852:0.2652552
4.799999,0,5.019852:0.02887084
4.799999,0,5.019852:-0.2127375
4.799999,0,5.019852:-0.4575709
4.799999,0,5.019852:-0.7078763
4.799999,0,5.019852:-0.9599013
4.799999,0,5.019852:-1.216469
4.799999,0,5.019852:-1.479778
4.799999,0,5.019852:-1.744456
4.799999,0,5.019852:-2.011942
4.799999,0,5.019852:-2.285326
4.799999,0,5.019852:-2.563596
4.799999,0,5.019852:-2.84466
4.799999,0,5.019852:-3.13299
4.799999,0,
4.799999,0,
4.799999,0,
4.799999,0,5.453825:5.919429
4.799999,0,5.453825:5.814981
4.799999,0,5.453825:5.706897
4.799999,0,5.453825:5.594606
4.799999,0,5.453825:5.57891
4.799999,-1,5.453825:5.352981
4.499999,-1,5.453825:5.230161
4.199999,-1,5.453825:5.202693
3.899999,-1,5.453825:4.970237
3.599999,-1,5.453825:4.832586
3.299999,-1,5.453825:4.707249
3,-1,5.453825:4.560966
2.7,-1,5.453825:4.412912
2.4,0,5.453825:4.26818
2.4,0,5.453825:4.099912
2.4,0,5.453825:4.041052
2.4,1,5.453825:3.774777
2.7,1,5.453825:3.626514
3,1,5.453825:3.555882
3.299999,1,5.453825:3.300877
3.599999,1,5.453825:3.222397
3.899999,1,5.453825:2.915179
4.199999,1,5.453825:2.72707
4.499999,1,5.453825:2.61727
4.799999,0,5.453825:2.351216
4.799999,0,5.453825:2.141014
4.799999,0,5.453825:2.021207
4.799999,0,5.453825:1.74054
4.799999,0,5.453825:1.52499
4.799999,0,5.453825:1.388268
4.799999,0,5.453825:1.084883
4.799999,0,5.453825:0.8600135
4.799999,0,5.453825:0.6349216
4.799999,0,5.453825:0.4043312
4.799999,0,5.453825:0.1890604
4.799999,0,5.453825:-0.05007951
4.799999,0,5.453825:-0.2913394
4.799999,0,5.453825:-0.5357302
4.799999,0,5.453825:-0.7885111
4.799999,0,5.453825:-1.041765
4.799999,0,5.453825:-1.300979
4.799999,0,5.453825:-1.562269
4.799999,0,5.453825:-1.829804
4.799999,0,5.453825:-2.097414
4.799999,0,5.453825:-2.370109
4.799999,0,5.453825:-2.652805
4.799999,0,5.453825:-2.916146
4.799999,0,5.453825:-3.206944
4.799999,0,
4.799999,0,
4.799999,0,-4.2362:5.917278
4.799999,0,-4.2362:5.813568
4.799999,0,-4.2362:5.705721
4.799999,0,-4.2362:5.59459
4.799999,0,-4.2362:5.476473
4.799999,0,-4.2362:5.381859
4.799999,0,-4.2362:5.22496
4.799999,-1,-4.2362:5.152601
4.499999,-1,-4.2362:4.968993
4.199999,-1,-4.2362:4.874151
3.899999,-1,-4.2362:4.693143
3.599999,-1,-4.2362:4.567724
3.299999,-1,-4.2362:4.416359
3,-1,-4.2362:4.261791
2.7,-1,-4.2362:4.106045
2.4,-1,-4.2362:3.946077
2.1,-1,-4.2362:3.782274
1.8,-1,-4.2362:3.611818
1.5,-1,-4.2362:3.439705
1.2,-1,-4.2362:3.26234
0.8999999,-1,-4.2362:3.082817
0.6,-1,-4.2362:2.918339
0.3000001,-1,-4.2362:2.73205
2.384186E-07,-1,-4.2362:2.541862
-0.2999997,-1,-4.2362:2.346021
-0.5999995,-1,-4.2362:2.148295
-0.8999994,-1,-4.2362:1.946817
-1.199999,-1,-4.2362:1.738858
-1.499999,-1,-4.2362:1.527133
-1.799999,-1,-4.2362:1.31196
-2.099999,-1,-4.2362:1.093597
-2.399999,-1,-4.2362:0.8669958
-2.699999,-1,-4.2362:0.6529764
-2.999999,-1,-4.2362:0.419913
-3.299999,-1,-4.2362:0.1809726
-3.599999,-1,-4.2362:-0.05805379
-3.899999,-1,-4.2362:-0.3056626
-4.199999,-1,-4.2362:-0.5317745
-4.499999,0,-4.2362:-0.8004923
-4.499999,0,-4.2362:-1.036141
-4.499999,0,-4.2362:-1.212502
-4.499999,0,-4.2362:-1.553966
-4.499999,0,-4.2362:-1.820474
-4.499999,0,-4.2362:-2.008496
-4.499999,0,-4.2362:-2.371241
-4.499999,0,-4.2362:-2.650452
-4.499999,0,-4.2362:-2.932151
-4.499999,0,-4.2362:-3.207629
-4.499999,0,
-4.499999,0,
-4.499999,0,3.942089:5.919417
-4.499999,0,3.942089:5.815781
-4.499999,0,3.942089:5.707161
-4.499999,0,3.942089:5.592492
-4.499999,0,3.942089:5.576796
-4.499999,0,3.942089:5.367112
-4.499999,0,3.942089:5.238712
-4.499999,0,3.942089:5.211244
-4.499999,1,3.942089:4.973042
-4.199999,1,3.942089:4.83437
-3.899999,1,3.942089:4.79513
-3.599999,1,3.942089:4.562542
-3.299999,1,3.942089:4.410823
-2.999999,1,3.942089:4.359811
-2.699999,1,3.942089:4.110358
-2.399999,1,3.942089:3.947591
-2.099999,1,3.942089:3.785225
-1.799999,1,3.942089:3.618314
-1.499999,1,3.942089:3.447022
-1.199999,1,3.942089:3.270533
-0.8999994,1,3.942089:3.089267
-0.5999995,1,3.942089:2.905102
-0.2999997,1,3.942089:2.717831
2.384186E-07,1,3.942089:2.526665
0.3000001,1,3.942089:2.331877
0.6,1,3.942089:2.152414
0.8999999,1,3.942089:1.948384
1.2,1,3.942089:1.741579
1.5,1,3.942089:1.526681
1.8,1,3.942089:1.306978
2.1,1,3.942089:1.08633
2.4,1,3.942089:0.8810658
2.7,1,3.942089:0.6486254
3,1,3.942089:0.4102516
3.299999,1,3.942089:0.1751982
3.599999,1,3.942089:-0.0485002
3.899999,0,3.942089:-0.3008926
3.899999,0,3.942089:-0.527406
3.899999,0,3.942089:-0.7912398
3.899999,0,3.942089:-1.045391
3.899999,0,3.942089:-1.241897
3.899999,0,3.942089:-1.552036
3.899999,0,3.942089:-1.824271
3.899999,0,3.942089:-2.093526
3.899999,0,3.942089:-2.370771
3.899999,0,3.942089:-2.652295
3.899999,0,3.942089:-2.917476
3.899999,0,3.942089:-3.208092
3.899999,0,
3.899999,0,
3.899999,0,2.04573:5.95883
3.899999,0,2.04573:5.83207
3.899999,0,2.04573:5.720417
3.899999,0,2.04573:5.68856
3.899999,0,2.04573:5.487064
3.899999,0,2.04573:5.367176
3.899999,0,2.04573:5.248145
3.899999,0,2.04573:5.108209
3.899999,0,2.04573:5.056669
3.899999,0,2.04573:4.861111
3.899999,0,2.04573:4.714397
3.899999,0,2.04573:4.651796
3.899999,0,2.04573:4.419943
3.899999,0,2.04573:4.268394
3.899999,0,2.04573:4.114123
3.899999,0,2.04573:3.955695
3.899999,0,2.04573:3.791712
3.899999,-1,2.04573:3.617187
3.599999,-1,2.04573:3.462951
3.299999,-1,2.04573:3.369752
3,-1,2.04573:3.104627
2.7,-1,2.04573:2.942466
2.4,-1,2.04573:2.856138
2.1,-1,2.04573:2.537319
1.8,-1,2.04573:2.362846
1.5,0,2.04573:2.155216
1.5,0,2.04573:2.014646
1.5,0,2.04573:1.753896
1.5,0,2.04573:1.535733
1.5,0,2.04573:1.401254
1.5,0,2.04573:1.283534
1.5,0,2.04573:0.8899249
1.5,0,2.04573:0.6459675
1.5,0,2.04573:0.4181325
1.5,0,2.04573:0.2032007
1.5,0,2.04573:-0.04159972
1.5,0,2.04573:-0.2884816
1.5,0,2.04573:-0.5404239
1.5,0,2.04573:-0.7840548
1.5,0,2.04573:-1.02407
1.5,0,2.04573:-1.280993
1.5,0,2.04573:-1.545171
1.5,0,2.04573:-1.810069
1.5,0,2.04573:-2.08087
1.5,0,2.04573:-2.358105
1.5,0,2.04573:-2.637021
1.5,0,2.04573:-2.917276
1.5,0,2.04573:-3.203359
1.5,0,
1.5,0,
1.5,0,-1.004712:5.936419
1.5,0,-1.004712:5.827812
1.5,0,-1.004712:5.716578
1.5,0,-1.004712:5.603472
1.5,0,-1.004712:5.480314
1.5,0,-1.004712:5.380503
1.5,0,-1.004712:5.242897
1.5,0,-1.004712:5.114924
1.5,0,-1.004712:5.042642
1.5,0,-1.004712:4.862243
1.5,-1,-1.004712:4.705733
1.2,-1,-1.004712:4.597929
0.8999999,-1,-1.004712:4.433185
0.6,-1,-1.004712:4.275519
0.3000001,-1,-1.004712:4.152582
2.384186E-07,-1,-1.004712:3.969617
-0.2999997,-1,-1.004712:3.805704
-0.5999995,-1,-1.004712:3.632814
-0.8999994,0,-1.004712:3.453008
-0.8999994,0,-1.004712:3.320991
-0.8999994,0,-1.004712:3.103172
-0.8999994,0,-1.004712:2.918142
-0.8999994,0,-1.004712:2.792899
-0.8999994,0,-1.004712:2.538643
-0.8999994,0,-1.004712:2.345905
-0.8999994,0,-1.004712:2.162505
-0.8999994,0,-1.004712:1.96092
-0.8999994,0,-1.004712:1.752568
-0.8999994,0,-1.004712:1.536829
-0.8999994,0,-1.004712:1.321301
-0.8999994,0,-1.004712:1.103889
-0.8999994,0,-1.004712:0.8799464
-0.8999994,0,-1.004712:0.6549259
-0.8999994,0,-1.004712:0.424595
-0.8999994,0,-1.004712:0.1926786
-0.8999994,0,-1.004712:-0.04527023
-0.8999994,0,-1.004712:-0.2885606
-0.8999994,0,-1.004712:-0.535711
-0.8999994,0,-1.004712:-0.7864294
-0.8999994,0,-1.004712:-1.039358
-0.8999994,0,-1.004712:-1.295783
-0.8999994,0,-1.004712:-1.55935
-0.8999994,0,-1.004712:-1.80543
-0.8999994,0,-1.004712:-2.0736
-0.8999994,0,-1.004712:-2.349576
-0.8999994,0,-1.004712:-2.629105
-0.8999994,0,-1.004712:-2.907643
-0.8999994,0,-1.004712:-3.198446
-0.8999994,0,
-0.8999994,0,
-0.8999994,0,-3.397099:5.93955
-0.8999994,0,-3.397099:5.915491
-0.8999994,0,-3.397099:5.739437
-0.8999994,0,-3.397099:5.646446
-0.8999994,0,-3.397099:5.63075
-0.8999994,0,-3.397099:5.395923
-0.8999994,0,-3.397099:5.271129
-0.8999994,0,-3.397099:5.141917
-0.8999994,0,-3.397099:5.012291
-0.8999994,0,-3.397099:4.976975
-0.8999994,-1,-3.397099:4.742683
-1.199999,-1,-3.397099:4.617884
-1.499999,-1,-3.397099:4.437536
-1.799999,-1,-3.397099:4.288561
-2.099999,-1,-3.397099:4.128608
-2.399999,-1,-3.397099:3.98458
-2.699999,-1,-3.397099:3.816775
-2.999999,-1,-3.397099:3.647734
-3.299999,-1,-3.397099:3.476167
-3.599999,-1,-3.397099:3.300751
-3.899999,0,-3.397099:3.118765
-3.899999,0,-3.397099:2.947553
-3.899999,0,-3.397099:2.820152
-3.899999,0,-3.397099:2.575304
-3.899999,0,-3.397099:2.378408
-3.899999,0,-3.397099:2.261119
-3.899999,0,-3.397099:1.961324
-3.899999,0,-3.397099:1.772673
-3.899999,0,-3.397099:1.561082
-3.899999,0,-3.397099:1.344437
-3.899999,0,-3.397099:1.126334
-3.899999,0,-3.397099:0.9053304
-3.899999,0,-3.397099:0.6789451
-3.899999,1,-3.397099:0.4465306
-3.599999,1,-3.397099:0.2097383
-3.299999,1,-3.397099:0.05270687
-2.999999,1,-3.397099:-0.2594315
-2.699999,0,-3.397099:-0.4699099
-2.699999,0,-3.397099:-0.6190218
-2.699999,0,-3.397099:-1.021108
-2.699999,0,-3.397099:-1.178068
-2.699999,0,-3.397099:-1.523204
-2.699999,0,-3.397099:-1.79082
-2.699999,0,-3.397099:-1.978773
-2.699999,0,-3.397099:-2.338392
-2.699999,0,-3.397099:-2.618097
-2.699999,-1,-3.397099:-2.887238
-2.999999,-1,-3.397099:-3.184398
-3.299999,-1,
-3.599999,-1,
-3.899999,0,0.05872059:5.974114
-3.899999,0,0.05872059:5.97019
-3.899999,0,0.05872059:5.745524
-3.899999,0,0.05872059:5.715312
-3.899999,0,0.05872059:5.533773
-3.899999,0,0.05872059:5.413553
-3.899999,0,0.05872059:5.390009
-3.899999,0,0.05872059:5.144029
-3.899999,0,0.05872059:5.112637
-3.899999,0,0.05872059:4.885513
-3.899999,1,0.05872059:4.733015
-3.599999,1,0.05872059:4.689851
-3.299999,1,0.05872059:4.44563
-2.999999,1,0.05872059:4.375225
-2.699999,1,0.05872059:4.147395
-2.399999,1,0.05872059:4.006539
-2.099999,1,0.05872059:3.943755
-1.799999,1,0.05872059:3.66279
-1.499999,1,0.05872059:3.490133
-1.199999,1,0.05872059:3.31645
-0.8999994,1,0.05872059:3.136985
-0.5999995,1,0.05872059:2.951223
-0.2999997,0,0.05872059:2.758187
-0.2999997,0,0.05872059:2.565336
-0.2999997,0,0.05872059:2.450522
-0.2999997,0,0.05872059:2.186532
-0.2999997,0,0.05872059:1.983011
-0.2999997,0,0.05872059:1.877063
-0.2999997,0,0.05872059:1.561531
-0.2999997,0,0.05872059:1.339443
-0.2999997,0,0.05872059:1.136922
-0.2999997,0,0.05872059:0.9115484
-0.2999997,0,0.05872059:0.685451
-0.2999997,0,0.05872059:0.4561436
-0.2999997,0,0.05872059:0.2233182
-0.2999997,0,0.05872059:-0.01825415
-0.2999997,0,0.05872059:-0.2637385
-0.2999997,0,0.05872059:-0.5085249
-0.2999997,0,0.05872059:-0.7567567
-0.2999997,0,0.05872059:-1.014628
-0.2999997,0,0.05872059:-1.25549
-0.2999997,0,0.05872059:-1.519696
-0.2999997,0,0.05872059:-1.788943
-0.2999997,0,0.05872059:-2.062246
-0.2999997,0,0.05872059:-2.335024
-0.2999997,0,0.05872059:-2.610323
-0.2999997,0,0.05872059:-2.890761
-0.2999997,0,0.05872059:-3.1799
-0.2999997,0,
-0.2999997,0,
-0.2999997,0,5.923161:5.978873
-0.2999997,0,5.923161:5.874072
-0.2999997,0,5.923161:5.805104
-0.2999997,0,5.923161:5.660851
-0.2999997,0,5.923161:5.54459
-0.2999997,0,5.923161:5.505506
-0.2999997,0,5.923161:5.293852
-0.2999997,0,5.923161:5.164019
-0.2999997,1,5.923161:5.023996
2.384186E-07,1,5.923161:4.949233
0.3000001,1,5.923161:4.752504
0.6,1,5.923161:4.644747
0.8999999,1,5.923161:4.46691
1.2,1,5.923161:4.312035
1.5,1,5.923161:4.153116
1.8,1,5.923161:3.997484
2.1,1,5.923161:3.853002
2.4,1,5.923161:3.671366
2.7,1,5.923161:3.564138
3,1,5.923161:3.329647
3.299999,1,5.923161:3.148551
3.599999,1,5.923161:2.966616
3.899999,1,5.923161:2.782508
4.199999,1,5.923161:2.591343
4.499999,1,5.923161:2.398787
4.799999,1,5.923161:2.200989
5.099998,1,5.923161:1.999187
5.399998,1,5.923161:1.785268
5.699998,1,5.923161:1.589461
5.999998,1,5.923161:1.371039
6.299997,1,5.923161:1.146969
6.599997,1,5.923161:0.9230263
6.899997,0,5.923161:0.7103608
6.899997,0,5.923161:0.5229314
6.899997,0,5.923161:0.238351
6.899997,0,5.923161:-0.002737841
6.899997,0,5.923161:-0.1832062
6.899997,0,5.923161:-0.4925001
6.899997,0,5.923161:-0.7402769
6.899997,0,5.923161:-0.9942177
6.899997,0,5.923161:-1.236632
6.899997,0,5.923161:-1.501508
6.899997,0,5.923161:-1.778211
6.899997,0,5.923161:-2.036562
6.899997,-1,5.923161:-2.31838
6.599997,-1,5.923161:-2.579415
6.299997,-1,5.923161:-2.800629
5.999998,-1,5.923161:-3.14712
5.699998,0,
5.699998,0,
5.699998,0,7.485245:5.977722
5.699998,0,7.485245:5.933069
5.699998,0,7.485245:5.76676
5.699998,0,7.485245:5.695229
5.699998,0,7.485245:5.539693
5.699998,0,7.485245:5.418846
5.699998,0,7.485245:5.336833
5.699998,0,7.485245:5.309364
5.699998,0,7.485245:5.044617
5.699998,0,7.485245:4.928462
5.699998,0,7.485245:4.889222
5.699998,-1,7.485245:4.62117
5.399998,-1,7.485245:4.470691
5.099998,-1,7.485245:4.40156
4.799999,0,7.485245:4.180418
4.799999,0,7.485245:4.043638
4.799999,0,7.485245:3.980854
4.799999,0,7.485245:3.675031
4.799999,1,7.485245:3.514915
5.099998,1,7.485245:3.382924
5.399998,1,7.485245:3.154043
5.699998,1,7.485245:2.970496
5.999998,1,7.485245:2.865207
6.299997,1,7.485245:2.607598
6.599997,1,7.485245:2.413762
6.899997,1,7.485245:2.215741
7.199996,1,7.485245:2.009787
7.499996,1,7.485245:1.804095
7.799996,1,7.485245:1.589422
8.099996,0,7.485245:1.38285
8.099996,0,7.485245:1.184044
8.099996,0,7.485245:1.0624
8.099996,0,7.485245:0.7160934
8.099996,0,7.485245:0.5050825
8.099996,0,7.485245:0.3716666
8.099996,0,7.485245:0.02060121
8.099996,0,7.485245:-0.2269532
8.099996,0,7.485245:-0.4762501
8.099996,0,7.485245:-0.7280144
8.099996,0,7.485245:-0.9856912
8.099996,0,7.485245:-1.224407
8.099996,0,7.485245:-1.491096
8.099996,0,7.485245:-1.755441
8.099996,0,7.485245:-2.024611
8.099996,0,7.485245:-2.29561
8.099996,0,7.485245:-2.572175
8.099996,0,7.485245:-2.851486
8.099996,0,7.485245:-3.142438
8.099996,0,
8.099996,-1,
7.799996,-1,
7.499996,-1,
7.199996,-1,6.465178:5.918561
6.899997,-1,6.465178:5.852435
6.599997,-1,6.465178:5.703433
6.299997,-1,6.465178:5.69166
5.999998,-1,6.465178:5.475082
5.699998,-1,6.465178:5.370676
5.399998,-1,6.465178:5.347132
5.099998,-1,6.465178:5.108644
4.799999,-1,6.465178:4.969675
4.499999,-1,6.465178:4.91431
4.199999,-1,6.465178:4.692363
3.899999,-1,6.465178:4.562123
3.599999,-1,6.465178:4.473828
3.299999,-1,6.465178:4.250564
3,-1,6.465178:4.115303
2.7,0,6.465178:3.94828
2.7,0,6.465178:3.848195
2.7,0,6.465178:3.606705
2.7,1,6.465178:3.444864
3,1,6.465178:3.26268
3.299999,1,6.465178:3.123076
3.599999,1,6.465178:3.040672
3.899999,1,6.465178:2.731518
4.199999,1,6.465178:2.548315
4.499999,1,6.465178:2.454139
4.799999,1,6.465178:2.141869
5.099998,1,6.465178:1.945532
5.399998,0,6.465178:1.746238
5.399998,0,6.465178:1.521249
5.399998,0,6.465178:1.386929
5.399998,0,6.465178:1.103736
5.399998,0,6.465178:0.897387
5.399998,0,6.465178:0.7718191
5.399998,0,6.465178:0.4216217
5.399998,0,6.465178:0.1806103
5.399998,0,6.465178:-0.04515903
5.399998,0,6.465178:-0.2880739
5.399998,0,6.465178:-0.5383928
5.399998,0,6.465178:-0.7898781
5.399998,0,6.465178:-1.046222
5.399998,0,6.465178:-1.303825
5.399998,0,6.465178:-1.565871
5.399998,0,6.465178:-1.816877
5.399998,0,6.465178:-2.090196
5.399998,0,6.465178:-2.369708
5.399998,0,6.465178:-2.635249
5.399998,0,6.465178:-2.920611
5.399998,0,6.465178:-3.211258
5.399998,0,
5.399998,0,
5.399998,0,-2.108413:5.937579
5.399998,0,-2.108413:5.829062
5.399998,0,-2.108413:5.718204
5.399998,0,-2.108413:5.600902
5.399998,0,-2.108413:5.500907
5.399998,0,-2.108413:5.481287
5.399998,0,-2.108413:5.245193
5.399998,0,-2.108413:5.155016
5.399998,0,-2.108413:5.007582
5.399998,-1,-2.108413:4.851381
5.099998,-1,-2.108413:4.772313
4.799999,-1,-2.108413:4.574497
4.499999,-1,-2.108413:4.426019
4.199999,-1,-2.108413:4.375007
3.899999,-1,-2.108413:4.12472
3.599999,-1,-2.108413:3.963572
3.299999,-1,-2.108413:3.796105
3,-1,-2.108413:3.62496
2.7,-1,-2.108413:3.46997
2.4,-1,-2.108413:3.294071
2.1,-1,-2.108413:3.116227
1.8,-1,-2.108413:2.932559
1.5,-1,-2.108413:2.74645
1.2,-1,-2.108413:2.555063
0.8999999,-1,-2.108413:2.360109
0.6,-1,-2.108413:2.15819
0.3000001,-1,-2.108413:1.95128
2.384186E-07,-1,-2.108413:1.742018
-0.2999997,-1,-2.108413:1.548826
-0.5999995,-1,-2.108413:1.315923
-0.8999994,-1,-2.108413:1.099851
-1.199999,-1,-2.108413:0.8939409
-1.499999,-1,-2.108413:0.6663975
-1.799999,-1,-2.108413:0.4358995
-2.099999,0,-2.108413:0.1876737
-2.099999,0,-2.108413:-0.03152819
-2.099999,0,-2.108413:-0.2847596
-2.099999,0,-2.108413:-0.5326734
-2.099999,0,-2.108413:-0.7210347
-2.099999,0,-2.108413:-1.036977
-2.099999,0,-2.108413:-1.27779
-2.099999,0,-2.108413:-1.537849
-2.099999,0,-2.108413:-1.821211
-2.099999,0,-2.108413:-2.069951
-2.099999,0,-2.108413:-2.348686
-2.099999,0,-2.108413:-2.626206
-2.099999,0,-2.108413:-2.919554
-2.099999,0,-2.108413:-3.184975
-2.099999,0,
-2.099999,0,
-2.099999,0,-2.833182:5.958319
-2.099999,0,-2.833182:5.933624
-2.099999,0,-2.833182:5.731425
-2.099999,0,-2.833182:5.659766
-2.099999,0,-2.833182:5.508375
-2.099999,0,-2.833182:5.382569
-2.099999,0,-2.833182:5.276874
-2.099999,0,-2.833182:5.131147
-2.099999,0,-2.833182:5.039647
-2.099999,0,-2.833182:5.004331
-2.099999,0,-2.833182:4.733238
-2.099999,0,-2.833182:4.61241
-2.099999,0,-2.833182:4.565321
-2.099999,0,-2.833182:4.300693
-2.099999,0,-2.833182:4.146448
-2.099999,-1,-2.833182:3.98149
-2.399999,-1,-2.833182:3.812432
-2.699999,-1,-2.833182:3.728064
-2.999999,-1,-2.833182:3.476715
-3.299999,-1,-2.833182:3.299998
-3.599999,-1,-2.833182:3.181535
-3.899999,0,-2.833182:2.947056
-3.899999,0,-2.833182:2.783084
-3.899999,0,-2.833182:2.692832
-3.899999,0,-2.833182:2.371416
-3.899999,0,-2.833182:2.212798
-3.899999,0,-2.833182:1.969226
-3.899999,0,-2.833182:1.75822
-3.899999,0,-2.833182:1.567038
-3.899999,0,-2.833182:1.350825
-3.899999,0,-2.833182:1.132041
-3.899999,0,-2.833182:0.9080141
-3.899999,0,-2.833182:0.6764967
-3.899999,0,-2.833182:0.4450113
-3.899999,0,-2.833182:0.2099365
-3.899999,0,-2.833182:-0.02767886
-3.899999,1,-2.833182:-0.2552257
-3.599999,1,-2.833182:-0.4992421
-3.299999,1,-2.833182:-0.648354
-2.999999,0,-2.833182:-1.008239
-2.999999,0,-2.833182:-1.268212
-2.999999,0,-2.833182:-1.429096
-2.999999,0,-2.833182:-1.788695
-2.999999,0,-2.833182:-2.056518
-2.999999,0,-2.833182:-2.326937
-2.999999,0,-2.833182:-2.609445
-2.999999,0,-2.833182:-2.89444
-2.999999,0,-2.833182:-3.180564
-2.999999,0,
-2.999999,0,
-2.999999,0,-6.731821:5.959373
-2.999999,0,-6.731821:5.851036
-2.999999,0,-6.731821:5.762835
-2.999999,0,-6.731821:5.627745
-2.999999,0,-6.731821:5.570098
-2.999999,0,-6.731821:5.403636
-2.999999,0,-6.731821:5.27813
-2.999999,0,-6.731821:5.23101
-2.999999,0,-6.731821:5.199618
-2.999999,0,-6.731821:4.888885
-2.999999,0,-6.731821:4.745852
-2.999999,0,-6.731821:4.603926
-2.999999,0,-6.731821:4.451422
-2.999999,1,-6.731821:4.29333
-2.699999,1,-6.731821:4.20099
-2.399999,0,-6.731821:3.986872
-2.399999,0,-6.731821:3.821208
-2.399999,0,-6.731821:3.7545
-2.399999,-1,-6.731821:3.478351
-2.699999,-1,-6.731821:3.363879
-2.999999,-1,-6.731821:3.130927
-3.299999,-1,-6.731821:2.988214
-3.599999,-1,-6.731821:2.901886
-3.899999,-1,-6.731821:2.582353
-4.199999,-1,-6.731821:2.368901
-4.499999,-1,-6.731821:2.185284
-4.799998,-1,-6.731821:1.978178
-5.099998,-1,-6.731821:1.77118
-5.399998,-1,-6.731821:1.559146
-5.699997,-1,-6.731821:1.342065
-5.999997,-1,-6.731821:1.122199
-6.299997,-1,-6.731821:0.9015586
-6.599997,0,-6.731821:0.6857772
-6.599997,0,-6.731821:0.4957052
-6.599997,0,-6.731821:0.2172929
-6.599997,0,-6.731821:-0.02242048
-6.599997,0,-6.731821:-0.2024019
-6.599997,0,-6.731821:-0.3475897
-6.599997,0,-6.731821:-0.7583336
-6.599997,0,-6.731821:-0.996081
-6.599997,0,-6.731821:-1.260052
-6.599997,0,-6.731821:-1.523326
-6.599997,0,-6.731821:-1.794037
-6.599997,0,-6.731821:-2.065248
-6.599997,0,-6.731821:-2.338295
-6.599997,0,-6.731821:-2.602334
-6.599997,0,-6.731821:-2.885754
-6.599997,0,-6.731821:-3.175488
-6.599997,0,
-6.599997,0,
-6.599997,0,1.434037:5.978849
-6.599997,0,1.434037:5.872339
-6.599997,0,1.434037:5.823813
-6.599997,0,1.434037:5.649264
-6.599997,0,1.434037:5.549716
-6.599997,0,1.434037:5.429099
-6.599997,0,1.434037:5.305877
-6.599997,0,1.434037:5.199499
-6.599997,0,1.434037:5.034705
-6.599997,0,1.434037:4.91464
-6.599997,0,1.434037:4.834621
-6.599997,0,1.434037:4.626888
